Drama,1992,6.84931506849
Horror,1999,6.81818181818
Fantasy,2010,6.81818181818
Crime,1995,6.81818181818
Science Fiction,2003,6.81818181818
Comedy,2004,6.80628272251
Romance,1993,6.77966101695
Drama,1985,6.73076923077
Thriller,2015,6.70731707317
Mystery,1985,6.66666666667
Drama,1991,6.66666666667
Mystery,1999,6.66666666667
History,2003,6.66666666667
TV Movie,2004,6.66666666667
Thriller,2012,6.53594771242
Horror,1987,6.52173913043
Adventure,2012,6.52173913043
Drama,1986,6.36363636364
Family,2003,6.25
Documentary,1997,6.25
Family,1993,6.25
Adventure,2001,6.25
Comedy,1997,6.25
Family,2005,6.15384615385
Fantasy,2015,6.12244897959
History,2015,6.06060606061
Horror,1992,6.06060606061
Family,2001,6.0
Thriller,1992,5.97014925373
Adventure,2008,5.95238095238
Mystery,1989,5.88235294118
Mystery,2014,5.88235294118
Drama,1990,5.79710144928
Romance,1990,5.76923076923
Family,2002,5.76923076923
Mystery,2009,5.71428571429
Thriller,2002,5.71428571429
Action,1995,5.68181818182
Adventure,2013,5.66037735849
Thriller,2003,5.64516129032
Science Fiction,2011,5.6338028169
Horror,1995,5.55555555556
Animation,1998,5.55555555556
Crime,1998,5.55555555556
Crime,2015,5.55555555556
Fantasy,2009,5.55555555556
War,2001,5.55555555556
Mystery,1988,5.55555555556
Music,2000,5.55555555556
Adventure,2014,5.35714285714
Mystery,2001,5.26315789474
Adventure,2002,5.26315789474
TV Movie,2009,5.26315789474
Family,1992,5.26315789474
Music,2010,5.26315789474
Thriller,1986,5.26315789474
Family,1986,5.26315789474
Family,1996,5.12820512821
Science Fiction,1999,5.12820512821
Crime,2012,5.08474576271
Crime,2011,5.08474576271
Thriller,1995,5.06329113924
Drama,1993,5.05617977528
Fantasy,1992,5.0
Family,1988,5.0
History,2001,5.0
Thriller,2008,4.97237569061
Comedy,1994,4.92957746479
TV Movie,2015,4.87804878049
Horror,2011,4.87804878049
Science Fiction,1993,4.87804878049
Family,2009,4.83870967742
Adventure,1994,4.7619047619
Crime,1996,4.7619047619
Mystery,2006,4.7619047619
Adventure,2015,4.7619047619
Drama,1988,4.7619047619
Comedy,1987,4.67289719626
Thriller,1991,4.61538461538
Thriller,1988,4.61538461538
Horror,2009,4.46428571429
Mystery,2013,4.44444444444
Horror,2001,4.44444444444
Mystery,2015,4.44444444444
Crime,2002,4.41176470588
Mystery,1993,4.34782608696
Crime,2006,4.34782608696
Fantasy,1988,4.34782608696
Fantasy,1993,4.34782608696
Action,1998,4.34782608696
Science Fiction,2007,4.34782608696
Fantasy,2008,4.25531914894
Family,2000,4.25531914894
Adventure,1998,4.16666666667
Family,1999,4.16666666667
Science Fiction,2012,4.16666666667
Science Fiction,1995,4.16666666667
Adventure,2003,4.16666666667
Action,2015,4.09836065574
Fantasy,2006,4.08163265306
Comedy,2003,4.0404040404
Drama,1989,4.0
Fantasy,1996,4.0
Mystery,2011,4.0
Fantasy,2003,4.0
Action,2012,3.9603960396
Action,2003,3.92156862745
Animation,2004,3.84615384615
Family,1991,3.84615384615
Animation,2015,3.84615384615
Thriller,1994,3.79746835443
Action,2002,3.73831775701
Romance,1991,3.7037037037
Comedy,1988,3.66972477064
Horror,2002,3.63636363636
Family,2007,3.63636363636
Foreign,2003,3.57142857143
Mystery,2008,3.57142857143
Adventure,1999,3.57142857143
Science Fiction,1991,3.57142857143
Horror,1985,3.57142857143
Action,2011,3.52112676056
Thriller,2006,3.46820809249
Animation,2007,3.44827586207
Fantasy,1987,3.44827586207
Crime,2000,3.44827586207
Mystery,2003,3.44827586207
Science Fiction,2009,3.40909090909
Comedy,1986,3.40909090909
Mystery,2012,3.33333333333
Science Fiction,2015,3.33333333333
Foreign,2004,3.33333333333
Fantasy,2004,3.33333333333
Action,2007,3.30578512397
Thriller,2009,3.25581395349
Adventure,1993,3.22580645161
Science Fiction,1987,3.22580645161
Drama,1987,3.2
Crime,2014,3.1746031746
Fantasy,1997,3.125
Horror,1996,3.125
Thriller,1999,3.125
History,2008,3.125
Fantasy,1998,3.125
Horror,1988,3.07692307692
Action,1999,3.07692307692
Action,2010,3.0534351145
Animation,2013,3.0303030303
Adventure,1987,3.0303030303
Adventure,2006,3.0303030303
History,2014,3.0303030303
Thriller,2011,3.01204819277
Crime,2001,2.94117647059
Horror,1993,2.94117647059
Crime,1986,2.94117647059
Horror,2008,2.91262135922
Adventure,1985,2.85714285714
Science Fiction,1998,2.85714285714
Adventure,2010,2.81690140845
Thriller,2005,2.81690140845
Fantasy,2007,2.7027027027
Animation,2006,2.7027027027
Action,2008,2.66666666667
Mystery,2000,2.63157894737
Horror,1986,2.63157894737
Crime,1989,2.63157894737
Horror,2007,2.63157894737
Mystery,2005,2.63157894737
Family,1997,2.63157894737
Science Fiction,1997,2.5641025641
Crime,2008,2.5641025641
Action,2009,2.53164556962
Horror,2015,2.53164556962
Action,1994,2.43902439024
Crime,1988,2.43902439024
Crime,1992,2.43902439024
Thriller,1993,2.43902439024
Mystery,2007,2.43902439024
Thriller,2007,2.39520958084
Fantasy,2005,2.38095238095
Adventure,1995,2.38095238095
Thriller,2001,2.38095238095
Science Fiction,1996,2.38095238095
Crime,2009,2.35294117647
Action,1997,2.35294117647
Science Fiction,2005,2.32558139535
Fantasy,2011,2.32558139535
Thriller,1985,2.32558139535
Horror,2013,2.32558139535
Horror,2005,2.32558139535
Thriller,1987,2.22222222222
Romance,1987,2.22222222222
Adventure,2009,2.15053763441
Thriller,1997,2.15053763441
Comedy,1990,2.10526315789
Horror,2006,2.0618556701
Science Fiction,2001,2.04081632653
Mystery,2010,2.04081632653
Adventure,1997,2.04081632653
Action,2004,2.04081632653
Adventure,2005,2.0
Action,2006,1.9801980198
Comedy,1991,1.96078431373
Science Fiction,2010,1.96078431373
Thriller,2000,1.94174757282
Action,1986,1.85185185185
Horror,2010,1.8018018018
Adventure,2004,1.78571428571
Thriller,2004,1.76991150442
Action,2014,1.76991150442
Adventure,2007,1.75438596491
Action,2013,1.73913043478
Action,1992,1.72413793103
Horror,2004,1.69491525424
Thriller,1990,1.69491525424
Science Fiction,2014,1.6393442623
Horror,1989,1.6393442623
Action,1987,1.6393442623
Science Fiction,2008,1.61290322581
Thriller,2010,1.60427807487
Action,1991,1.5873015873
Crime,1997,1.5625
Crime,2005,1.3698630137
Action,1996,1.2987012987
Action,2000,1.26582278481
Action,1993,1.12359550562
Action,2005,0.909090909091
Action,2001,0.900900900901
Comedy,1993,0.840336134454
Science Fiction,1986,0.0
Music,1989,0.0
History,1992,0.0
Western,2002,0.0
Science Fiction,2002,0.0
TV Movie,2007,0.0
War,1998,0.0
Music,2001,0.0
Fantasy,1994,0.0
Western,1986,0.0
War,2006,0.0
War,1986,0.0
Mystery,1997,0.0
Animation,1992,0.0
Science Fiction,1990,0.0
Music,1985,0.0
Fantasy,1990,0.0
Horror,2003,0.0
Western,2014,0.0
Crime,2004,0.0
Science Fiction,2006,0.0
Documentary,1989,0.0
Adventure,1990,0.0
Western,1998,0.0
Fantasy,2002,0.0
Action,1989,0.0
Foreign,1996,0.0
Science Fiction,1994,0.0
Animation,1996,0.0
Family,1987,0.0
Foreign,1988,0.0
Western,1994,0.0
War,2002,0.0
Adventure,1986,0.0
Foreign,1992,0.0
Action,1985,0.0
War,1990,0.0
Western,2006,0.0
Animation,1988,0.0
Fantasy,1986,0.0
TV Movie,1987,0.0
TV Movie,1999,0.0
Western,1990,0.0
War,2010,0.0
TV Movie,1989,0.0
Mystery,1991,0.0
Western,1996,0.0
Horror,1997,0.0
Mystery,1995,0.0
Crime,2010,0.0
Music,1999,0.0
TV Movie,1997,0.0
Adventure,1992,0.0
Fantasy,2000,0.0
Western,2008,0.0
Science Fiction,1992,0.0
Documentary,1999,0.0
Family,1985,0.0
Western,1992,0.0
Thriller,1989,0.0
Music,1995,0.0
Adventure,1988,0.0
TV Movie,1993,0.0
Science Fiction,2000,0.0
Documentary,1995,0.0
History,1998,0.0
Adventure,2000,0.0
Documentary,1991,0.0
Foreign,2014,0.0
Western,2004,0.0
Animation,1986,0.0
Animation,1990,0.0
Documentary,1987,0.0
Crime,1990,0.0
Western,1988,0.0
Foreign,2006,0.0
TV Movie,1985,0.0
Music,1991,0.0
History,1994,0.0
War,1992,0.0
Western,2000,0.0
Music,2003,0.0
Mystery,1987,0.0
Adventure,1996,0.0
Science Fiction,1988,0.0
Music,1987,0.0
War,1988,0.0
Foreign,1994,0.0
Science Fiction,2004,0.0
Family,1989,0.0
Crime,1987,0.0
Crime,1999,0.0
Music,1994,0.0
Animation,2003,0.0
Documentary,1994,0.0
TV Movie,1988,0.0
History,1991,0.0
Fantasy,1989,0.0
Western,2005,0.0
Science Fiction,2013,0.0
Adventure,1989,0.0
Western,1989,0.0
Foreign,1999,0.0
Science Fiction,1985,0.0
Music,1990,0.0
War,1993,0.0
Animation,1987,0.0
Action,1990,0.0
Foreign,1991,0.0
Western,2001,0.0
War,2013,0.0
Animation,1999,0.0
Mystery,1998,0.0
Western,1985,0.0
War,2005,0.0
History,1987,0.0
Science Fiction,1989,0.0
Documentary,1986,0.0
TV Movie,1992,0.0
Mystery,1986,0.0
Foreign,1987,0.0
Western,2013,0.0
Foreign,1995,0.0
Animation,1995,0.0
Crime,2007,0.0
War,1989,0.0
Mystery,1990,0.0
Animation,1991,0.0
Western,1997,0.0
History,2007,0.0
War,2009,0.0
War,1985,0.0
Western,2009,0.0
Horror,2000,0.0
Fantasy,1985,0.0
Western,1993,0.0
War,1997,0.0
Western,2015,0.0
Animation,1993,0.0
History,1997,0.0
Music,2012,0.0
War,2003,0.0
Horror,1998,0.0
History,1993,0.0
TV Movie,1998,0.0
Western,2011,0.0
Fantasy,1999,0.0
Documentary,1996,0.0
Horror,1990,0.0
Western,1995,0.0
Western,1991,0.0
Foreign,2013,0.0
War,1987,0.0
Crime,1985,0.0
TV Movie,2010,0.0
Music,1992,0.0
Mystery,1992,0.0
TV Movie,1986,0.0
Mystery,2004,0.0
TV Movie,1990,0.0
History,1989,0.0
Animation,2001,0.0
War,1999,0.0
History,2005,0.0
Adventure,1991,0.0
Fantasy,1991,0.0
Western,2007,0.0
Documentary,1992,0.0
Animation,1985,0.0
Animation,1989,0.0
Action,1988,0.0
TV Movie,2002,0.0
Animation,2005,0.0
Animation,1997,0.0
War,1995,0.0
Western,2003,0.0
Thriller,1998,0.0
TV Movie,1994,0.0
History,1985,0.0
Foreign,1989,0.0
Horror,1994,0.0
Western,1987,0.0
War,2015,0.0
Foreign,1985,0.0
Crime,1993,0.0
